,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,entities.hashtags,entities.urls,tipo de post,partido,id_str,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,favorited,retweeted,lang,entities.symbols,entities.user_mentions,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.symbols,quoted_status.entities.user_mentions,quoted_status.entities.urls,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
91,LAVOZcomar,Sat Apr 17 10:24:38 +0000 2021,1383365779819696132,"Fuerzas especiales de la Policía: 12 mujeres quedaron seleccionadas entre 235 aspirantes, tras una exigente instrucción de riguroso entrenamiento físico. https://t.co/t7yloPhz9X","[0, 177]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,3,516209,5748,212222,[],"[{'url': 'https://t.co/t7yloPhz9X', 'expanded_url': 'https://bit.ly/2QyMYxz', 'display_url': 'bit.ly/2QyMYxz', 'indices': [154, 177]}]",mención,Ciudadanos,1383365779819696132,False,,,,,,,,,,False,False,False,es,[],[],es,recent,8545122.0,8545122,LAVOZcomar,"Córdoba, Argentina","Edición digital del diario La Voz del Interior, de Córdoba, Argentina. Encontranos en http://t.co/OgjXZ5kC",http://t.co/n9viW5bCkb,"[{'url': 'http://t.co/OgjXZ5kC', 'expanded_url': 'http://facebook.com/LaVozcomar', 'display_url': 'facebook.com/LaVozcomar', 'indices': [86, 106]}]",False,1501.0,Thu Aug 30 22:05:20 +0000 2007,1265.0,,,True,True,,False,False,False,004084,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/428988693513121792/w-gI1wxW_normal.png,https://pbs.twimg.com/profile_images/428988693513121792/w-gI1wxW_normal.png,https://pbs.twimg.com/profile_banners/8545122/1582058768,197DB3,FFFFFF,EBEBEB,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,False,,,"[{'url': 'http://t.co/n9viW5bCkb', 'expanded_url': 'http://www.lavoz.com.ar', 'display_url': 'lavoz.com.ar', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Encarni,Sat Apr 17 10:24:12 +0000 2021,1383365670327357451,"@cayetanaAT Cómico sería si no fuese ministra.
Esta Sra.vive de nuestros impuestos, y se supone que está ahí para ayudar y trabajar por su país y ciudadanos.
Si queremos divertirnos vamos al circo. 
¡¡Que nivel!!","[12, 212]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0,19,210,831,[],[],mención,Ciudadanos,1383365670327357451,False,1.3833614693921628e+18,1383361469392162823,303168830.0,303168830,cayetanaAT,,,,,False,False,False,es,[],"[{'screen_name': 'cayetanaAT', 'name': 'Cayetana Alvarez de Toledo', 'id': 303168830, 'id_str': '303168830', 'indices': [0, 11]}]",es,recent,1.2999815839827517e+18,1299981583982751744,EncarniSinMas,,,,[],False,0.0,Sun Aug 30 08:06:57 +0000 2020,123.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1381902161899089923/08GodWIL_normal.jpg,https://pbs.twimg.com/profile_images/1381902161899089923/08GodWIL_normal.jpg,https://pbs.twimg.com/profile_banners/1299981583982751744/1618306217,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Ana María Moreno,Sat Apr 17 10:24:04 +0000 2021,1383365640061214722,"@ignacioaguado @CiudadanosCs Sr.Aguado, Madrid está a la cabeza de la recuperación económica A PESAR  de ud.","[29, 108]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,125,78,9019,[],[],mención,Ciudadanos,1383365640061214722,False,1.3833438040280515e+18,1383343804028051461,143538142.0,143538142,ignacioaguado,,,,,False,False,False,es,[],"[{'screen_name': 'ignacioaguado', 'name': 'Ignacio Aguado', 'id': 143538142, 'id_str': '143538142', 'indices': [0, 14]}, {'screen_name': 'CiudadanosCs', 'name': 'Ciudadanos 🇪🇸🇪🇺', 'id': 19028805, 'id_str': '19028805', 'indices': [15, 28]}]",es,recent,4908722721.0,4908722721,AnaMaraMoreno10,,,,[],False,1.0,Sun Feb 14 11:47:31 +0000 2016,3313.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/704005774893260801/BlguFF0L_normal.jpg,https://pbs.twimg.com/profile_images/704005774893260801/BlguFF0L_normal.jpg,https://pbs.twimg.com/profile_banners/4908722721/1456683031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,EuropaPress La Rioja,Sat Apr 17 10:23:56 +0000 2021,1383365605105963011,"La Guardia Civil, inmersa en la búsqueda del calagurritano desaparecido el pasado martes, Jesús Ochoa. Durante toda la mañana se están realizando labores de rastreo y los agentes han agradecido la colaboración de los ciudadanos. https://t.co/HFe8Eocv4i","[0, 228]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,5613,166,32025,[],[],mención,Ciudadanos,1383365605105963011,False,,,,,,,,,,False,False,False,es,[],[],es,recent,231495872.0,231495872,EPLaRioja,,Twitter oficial de la agencia de noticias Europa Press en La Rioja,http://t.co/Lc4AsHmNox,[],False,134.0,Tue Dec 28 17:50:57 +0000 2010,143.0,,,False,False,,False,False,True,FFCCCC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/877086838648958978/WAOndGDy_normal.jpg,https://pbs.twimg.com/profile_images/877086838648958978/WAOndGDy_normal.jpg,https://pbs.twimg.com/profile_banners/231495872/1412345251,A4389D,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,False,"[{'id': 1383365207708164101, 'id_str': '1383365207708164101', 'indices': [229, 252], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1383365207708164101/pu/img/Pw4A50eYMEAck1eA.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1383365207708164101/pu/img/Pw4A50eYMEAck1eA.jpg', 'url': 'https://t.co/HFe8Eocv4i', 'display_url': 'pic.twitter.com/HFe8Eocv4i', 'expanded_url': 'https://twitter.com/EPLaRioja/status/1383365605105963011/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]","[{'id': 1383365207708164101, 'id_str': '1383365207708164101', 'indices': [229, 252], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1383365207708164101/pu/img/Pw4A50eYMEAck1eA.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1383365207708164101/pu/img/Pw4A50eYMEAck1eA.jpg', 'url': 'https://t.co/HFe8Eocv4i', 'display_url': 'pic.twitter.com/HFe8Eocv4i', 'expanded_url': 'https://twitter.com/EPLaRioja/status/1383365605105963011/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 94160, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1383365207708164101/pu/pl/YsqHhKUc_cZOUwx3.m3u8?tag=12'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1383365207708164101/pu/vid/480x270/ocJUk6nMYY7h53mI.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1383365207708164101/pu/vid/640x360/Y1hXKrn3WzZVx07S.mp4?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1383365207708164101/pu/vid/1280x720/h8aOaL20oHGYtoUi.mp4?tag=12'}]}, 'additional_media_info': {'monetizable': False}}]","[{'url': 'http://t.co/Lc4AsHmNox', 'expanded_url': 'http://www.europapress.es/la-rioja/', 'display_url': 'europapress.es/la-rioja/', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Artemio López,Sat Apr 17 10:23:55 +0000 2021,1383365601511436290,En un mes subieron más rápido los contagios en niños y adolescentes que entre adultos -  https://t.co/SXRfEilh1h,"[0, 112]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",24,28,108680,13692,103975,[],"[{'url': 'https://t.co/SXRfEilh1h', 'expanded_url': 'https://www.lavoz.com.ar/ciudadanos/en-un-mes-subieron-mas-rapido-los-contagios-en-ninos-y-adolescentes-que-entre-adultos/', 'display_url': 'lavoz.com.ar/ciudadanos/en-…', 'indices': [89, 112]}]",mención,Ciudadanos,1383365601511436290,False,,,,,,,,,,False,False,False,es,[],[],es,recent,69800760.0,69800760,Lupo55,"Buenos Aires, Argentina",CCR fan,http://t.co/teR4aKTDOT,[],False,725.0,Sat Aug 29 05:38:41 +0000 2009,109629.0,,,True,False,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/1348006458496049160/PkzttaX3_normal.jpg,https://pbs.twimg.com/profile_images/1348006458496049160/PkzttaX3_normal.jpg,https://pbs.twimg.com/profile_banners/69800760/1601300049,0084B4,000000,000000,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,False,,,"[{'url': 'http://t.co/teR4aKTDOT', 'expanded_url': 'http://www.rambletamble.blogspot.com', 'display_url': 'rambletamble.blogspot.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,mgdelacruz_Cs,Sat Apr 17 10:23:53 +0000 2021,1383365591356956675,Desee un parido liberal como es ciudadanos sabemos lo importante que es invertir en la industria para poder generar riqueza. Por eso ciudadanos no se olvida de una tan importante como la industria de la cultura #CsEsCultura https://t.co/CUrmllTXJU,"[0, 223]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7,6,44,70,366,"[{'text': 'CsEsCultura', 'indices': [211, 223]}]",[],mención,Ciudadanos,1383365591356956675,False,,,,,,,,,,False,False,False,es,[],[],es,recent,1.3733356925211156e+18,1373335692521115659,mgdelacruz_cs,España,"No quiero bandos. 
Quiero una sociedad con valores, donde los ciudadanos elijamos LIBREMENTE nuestro camino.
Buscando una política útil que solucione problemas.",,[],False,0.0,Sat Mar 20 18:08:55 +0000 2021,505.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1373652502227398667/Q9hmhhgc_normal.jpg,https://pbs.twimg.com/profile_images/1373652502227398667/Q9hmhhgc_normal.jpg,https://pbs.twimg.com/profile_banners/1373335692521115659/1616339270,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,False,"[{'id': 1383365585275215872, 'id_str': '1383365585275215872', 'indices': [224, 247], 'media_url': 'http://pbs.twimg.com/media/EzKzq6DUYAA3wlv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzKzq6DUYAA3wlv.jpg', 'url': 'https://t.co/CUrmllTXJU', 'display_url': 'pic.twitter.com/CUrmllTXJU', 'expanded_url': 'https://twitter.com/mgdelacruz_cs/status/1383365591356956675/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 513, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 513, 'resize': 'fit'}, 'small': {'w': 680, 'h': 341, 'resize': 'fit'}}}]","[{'id': 1383365585275215872, 'id_str': '1383365585275215872', 'indices': [224, 247], 'media_url': 'http://pbs.twimg.com/media/EzKzq6DUYAA3wlv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzKzq6DUYAA3wlv.jpg', 'url': 'https://t.co/CUrmllTXJU', 'display_url': 'pic.twitter.com/CUrmllTXJU', 'expanded_url': 'https://twitter.com/mgdelacruz_cs/status/1383365591356956675/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 513, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 513, 'resize': 'fit'}, 'small': {'w': 680, 'h': 341, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Calamardo 🇪🇸,Sat Apr 17 10:23:39 +0000 2021,1383365533110718471,"@Tonicanto1 Aleee!! Seguir votando a la izquierda, que han subido la luz y ahora van a por los peajes. Que gobierno más bueno que mira por los ciudadanos eh!!! Jajajajajaja jajajaja que vergüenza.","[12, 196]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,32,61,2098,[],[],mención,Ciudadanos,1383365533110718471,False,1.3833461901005373e+18,1383346190100537348,249122306.0,249122306,Tonicanto1,,,,,False,False,False,es,[],"[{'screen_name': 'Tonicanto1', 'name': 'Toni Cantó', 'id': 249122306, 'id_str': '249122306', 'indices': [0, 11]}]",es,recent,1.1943099760990822e+18,1194309976099082250,Estrell32724154,,,,[],False,0.0,Tue Nov 12 17:47:42 +0000 2019,3921.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332020618032721920/z6NbnoRj_normal.jpg,https://pbs.twimg.com/profile_images/1332020618032721920/z6NbnoRj_normal.jpg,https://pbs.twimg.com/profile_banners/1194309976099082250/1601816307,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Ada Lovelace,Sat Apr 17 10:23:34 +0000 2021,1383365511308668928,@unswald @IDPAguila @JuandeAustria8 @juanrallo ¿Y yo he dicho lo contrario? Yo he dicho que el mío es para los ciudadanos. Eres tú quien dice que el mío no y el resto sí.,"[47, 170]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,542,1394,13042,[],[],mención,Ciudadanos,1383365511308668928,False,1.3833632147384852e+18,1383363214738485251,2721671242.0,2721671242,unswald,,,,,False,False,False,es,[],"[{'screen_name': 'unswald', 'name': 'Oyinbo', 'id': 2721671242, 'id_str': '2721671242', 'indices': [0, 8]}, {'screen_name': 'IDPAguila', 'name': 'IDAguila', 'id': 933762068142002176, 'id_str': '933762068142002176', 'indices': [9, 19]}, {'screen_name': 'JuandeAustria8', 'name': 'Ni Juan ni en Austria', 'id': 1180949888168796160, 'id_str': '1180949888168796160', 'indices': [20, 35]}, {'screen_name': 'juanrallo', 'name': 'Juan Ramón Rallo', 'id': 112796335, 'id_str': '112796335', 'indices': [36, 46]}]",es,recent,1.0561028070681764e+18,1056102807068176384,adadelovelace,,"Mucho lalala y poco lilili. 
Revisión v2.0: No sé qué hago aquí ni ahí ni allí ni en cualquiera otro lugar conocido o ignoto.",,[],False,1.0,Sat Oct 27 08:38:25 +0000 2018,12683.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1056102973435207680/5alkmCXt_normal.jpg,https://pbs.twimg.com/profile_images/1056102973435207680/5alkmCXt_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Joao Nuñez,Sat Apr 17 10:23:28 +0000 2021,1383365487229243399,"@Cristia19279933 Tu eres .....   , y todos los congresistas de FP eran un ejemplo de ciudadanos. Deja de comentar estupideces y se más objetivo.","[17, 144]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,11,53,327,[],[],mención,Ciudadanos,1383365487229243399,False,1.3832641615729418e+18,1383264161572941825,1.3255438320170476e+18,1325543832017047556,Cristia19279933,,,,,False,False,False,es,[],"[{'screen_name': 'Cristia19279933', 'name': 'Cristian leon', 'id': 1325543832017047556, 'id_str': '1325543832017047556', 'indices': [0, 16]}]",es,recent,4504846565.0,4504846565,J040NURA,,,,[],False,0.0,Wed Dec 16 16:53:49 +0000 2015,202.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/677170576478351360/x879pt36_normal.jpg,https://pbs.twimg.com/profile_images/677170576478351360/x879pt36_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BrainOn🇪🇸🇪🇸🇪🇸 TEST TEST TEST✝,2021-04-17 11:03:18+00:00,1383375511565467650,Piensas que el PP va a pactar con el PSOE y UP en las elecciones del 4M en Madrid?,"[0, 82]",['Twitter Web App'],0,0,4324,4988,20006,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Carlito,2021-04-17 11:03:11+00:00,1383375481345482753,"@ZetaOrlando @justinianoguill Son los dueños de molinos rio , hay q sacar un listado de los productos q vende , para saber cuales no hay q comprar .
Podemos ser varios millones los q dejamos de comprar sus productos .","[30, 217]",['Twitter for Android'],0,0,262,605,2273,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cuando para el autobus?,2021-04-17 11:03:05+00:00,1383375458343940105,"@pheloponeso @equipoGabilondo @NadiaCalvino @populares @PODEMOS @ierrejon @CiudadanosCs Touché o a la española, tucheeee 🤣","[88, 122]",['Twitter for iPhone'],0,0,55,222,1485,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,hunter (misha),2021-04-17 11:03:05+00:00,1383375455466655746,le he dicho a mi madre oye a ver si podemos comer pronto y así no me tengo que vestir peinar y maquillar en una hora. pero me parece que me ha hecho next,"[0, 153]",['Twitter Web App'],0,0,111,557,72231,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Janse Fernández,2021-04-17 11:03:03+00:00,1383375448353038339,"@Fabian10_ El PSOE se parece cada vez más al régimen Venezolano: Absurdo y creador de Miseria, lo veremos, lo vamos a pasar muy mal en España","[11, 141]",['Twitter Web App'],0,0,284,541,115307,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sindo Lindo🛰️,2021-04-17 11:03:03+00:00,1383375446612447236,"@Paclain2 @electoportaleu 2 para el primero ( PP) 
2 para el segundo ( PSOE)
Uno para el tercero, uno para el cuarto y otro para el quinto! 
Vox y PP ( 3)
PSOE, podemos y mas Madrid ( 4)","[26, 186]",['Twitter for Android'],0,0,7,34,1761,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Menéame noticias,2021-04-17 11:03:02+00:00,1383375446033588230,"Más votada 24h: Ángel Gabilondo: ""En el PSOE estamos en contra del maltrato animal, pero respetamos la tauromaquia"" https://t.co/3pBEZH0fuv","[0, 139]",['Menéame  posts'],0,0,233967,31,273941,[],"[{'url': 'https://t.co/3pBEZH0fuv', 'expanded_url': 'http://www.meneame.net/story/angel-gabilondo-psoe-estamos-contra-maltrato-animal-pero', 'display_url': 'meneame.net/story/angel-ga…', 'indices': [116, 139]}]",mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Juanillo #yoconpabloiglesias, Ya en ⭕️ de Podemos.",2021-04-17 11:02:58+00:00,1383375429411631107,"Salgan de sus casas, cada persona un voto.

Este 4M 

#QueHableLaMayoria voto masivo a PODEMOS.

Madrileños, recuerden que #EllosVanFijo https://t.co/ZUtilAPZwt","[0, 136]",['Twitter Web App'],0,0,855,1320,50040,"[{'text': 'QueHableLaMayoria', 'indices': [54, 72]}, {'text': 'EllosVanFijo', 'indices': [123, 136]}]","[{'url': 'https://t.co/ZUtilAPZwt', 'expanded_url': 'https://twitter.com/JulenBollain/status/1383372665176481797', 'display_url': 'twitter.com/JulenBollain/s…', 'indices': [137, 160]}]",mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Biblioteca IES LA FUENSANTA. Fuenteca.,2021-04-17 11:02:54+00:00,1383375411359326214,"Nuestro querido compañero, @Nando_Lopez_ ha respondido a los chicos y chicas de 2ºESO A del IES LA FUENSANTA. No podemos estar más contentos y agradecidos.
Gracias por tu compañía en el camino. 

https://t.co/5sXDeZW5aN","[0, 219]",['Twitter Web App'],0,0,53,74,108,[],"[{'url': 'https://t.co/5sXDeZW5aN', 'expanded_url': 'https://leerenlafuensanta.blogspot.com/', 'display_url': 'leerenlafuensanta.blogspot.com', 'indices': [196, 219]}]",mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pablo Beltrán-Pellicer 🧮🍏,2021-04-17 11:02:53+00:00,1383375407139852290,"@p_trivino Simplemente digo que no basta. Cid, Gairín y Escolano fueron profesores de secundaria antes que profesores de didáctica. Y cada uno se entregó a investigar sobre aspectos específicos. Claro que podemos hacer avances individuales, pero señalo que es imprescindible ese algo más.","[11, 288]",['Twitter for Android'],0,0,6359,2224,19576,[],[],mención,PODEMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
